"Compra","Venda","Mult","Dif","Tend"
"198,0","200,0","1","2,0","0"
"199,5","202,5","3","9,0","1"
"197,5","199,5","1","2,0","0"
"197,5","199,5","1","2,0","0"
"199,5","202,5","1","3,0","0"
"200,0","202,5","1","2,5","0"
"202,5","206,5","3","12,0","1"
"200,5","204,0","1","3,5","0"
"204,0","206,5","3","7,5","1"
"206,5","208,5","5","10,0","2"
"204,5","208,0","3","10,5","1"
"204,0","208,0","1","4,0","0"
"204,0","208,0","1","4,0","0"
"206,5","208,5","1","2,0","0"
"208,5","211,5","3","9,0","1"
"211,5","213,5","5","10,0","2"
"213,5","217,0","7","24,5","3"
"214,0","217,0","9","27,0","4"
"212,0","217,0","7","35,0","3"
"217,0","221,5","9","40,5","4"
"217,0","221,5","1","4,5","0"
"218,0","221,5","3","10,5","1"
"214,0","221,5","1","7,5","0"
"215,0","221,5","3","19,5","1"
"213,0","215,0","1","2,0","0"
"215,0","221,5","3","19,5","1"
"221,5","223,5","5","10,0","2"
"221,0","223,5","3","7,5","1"
"221,0","223,5","1","2,5","0"
"219,0","222,0","1","3,0","0"
"220,0","222,0","1","2,0","0"
"222,0","224,5","3","7,5","1"
"223,5","228,5","5","25,0","2"
"224,5","228,5","7","28,0","3"
"228,5","231,0","9","22,5","4"
"231,0","236,5","11","60,5","5"
"236,5","241,0","13","58,5","6"
"229,0","232,0","11","33,0","5"
"230,0","232,0","13","26,0","6"
"232,0","235,5","15","52,5","7"
"235,5","241,0","17","93,5","8"
"241,0","243,0","5","10,0","2"
"237,5","240,0","3","7,5","1"
"237,5","240,0","1","2,5","0"
"240,0","243,0","1","3,0","0"
"240,0","243,0","1","3,0","0"
"243,0","240,0","3","-9,0","1"
"242,5","240,0","1","-2,5","0"
"243,0","240,0","3","-9,0","1"
"244,0","240,0","5","-20,0","2"
"243,0","240,0","3","-9,0","1"
"241,5","240,0","1","-1,5","0"
"241,5","240,0","1","-1,5","0"
"","","689","",""
