"Compra","Venda","Mult","Dif","Tend"
"242,5","244,5","1","2,0","0"
"256,5","243,5","3","-39,0","-1"
"256,5","244,0","1","-12,5","0"
"252,5","242,5","3","-30,0","-1"
"243,0","247,0","1","4,0","0"
"248,5","251,0","1","2,5","0"
"248,5","251,5","1","3,0","0"
"252,0","256,0","1","4,0","0"
"252,0","255,0","3","9,0","-1"
"248,5","252,0","5","17,5","-2"
"251,0","254,0","3","9,0","-1"
"251,0","253,5","5","12,5","-2"
"248,5","251,0","7","17,5","-3"
"243,0","248,5","9","49,5","-4"
"243,0","249,0","7","42,0","-3"
"243,0","247,5","9","40,5","-4"
"243,0","248,0","7","35,0","-3"
"239,0","243,0","9","36,0","-4"
"242,5","245,0","7","17,5","-3"
"239,0","243,5","9","40,5","-4"
"239,0","242,5","11","38,5","-5"
"242,0","244,0","9","18,0","-4"
"239,0","242,0","11","33,0","-5"
"237,0","239,0","13","26,0","-6"
"235,5","238,5","15","45,0","-7"
"237,0","240,0","13","39,0","-6"
"234,5","237,0","3","7,5","-1"
"246,5","235,5","5","-55,0","-2"
"246,5","236,0","3","-31,5","-1"
"234,5","237,0","1","2,5","0"
"238,5","243,0","1","4,5","0"
"238,5","242,5","3","12,0","-1"
"238,5","241,5","5","15,0","-2"
"244,0","246,5","3","7,5","-1"
"238,5","245,0","5","32,5","-2"
"238,5","244,0","7","38,5","-3"
"238,5","244,5","5","30,0","-2"
"234,5","238,5","3","12,0","-1"
"234,5","237,5","5","15,0","-2"
"234,5","239,0","3","13,5","-1"
"232,5","234,5","5","10,0","-2"
"230,5","233,0","7","17,5","-3"
"230,5","234,0","5","17,5","-2"
"232,5","234,5","3","6,0","-1"
"232,5","234,5","1","2,0","0"
"230,5","232,5","3","6,0","-1"
"234,0","236,0","1","2,0","0"
"232,5","234,5","3","6,0","-1"
"230,5","234,0","5","17,5","-2"
"237,0","239,0","3","6,0","-1"
"234,5","237,0","5","12,5","-2"
"237,5","240,5","3","9,0","-1"
"234,5","237,5","5","15,0","-2"
"232,5","234,5","7","14,0","-3"
"230,5","232,5","7","14,0","-3"
"230,5","234,5","5","20,0","-2"
"227,5","230,5","7","21,0","-3"
"229,5","232,5","5","15,0","-2"
"229,5","231,5","7","14,0","-3"
"229,5","232,0","5","12,5","-2"
"231,5","233,5","3","6,0","-1"
"231,5","236,5","1","5,0","0"
"229,5","231,5","3","6,0","-1"
"229,5","233,5","1","4,0","0"
"229,5","233,0","3","10,5","-1"
"227,5","229,5","5","10,0","-2"
"227,5","230,5","3","9,0","-1"
"227,5","231,5","1","4,0","0"
"231,5","227,5","3","-12,0","-1"
"231,5","226,5","5","-25,0","-2"
"227,5","229,5","3","6,0","-1"
"231,5","227,5","5","-20,0","-2"
"231,5","228,5","3","-9,0","-1"
"231,5","230,0","1","-1,5","0"
"231,5","230,0","1","-1,5","0"
"231,5","229,5","3","-6,0","-1"
"231,5","230,5","1","-1,0","0"
"231,5","230,5","1","-1,0","0"
"231,5","229,5","3","-6,0","-1"
"231,5","229,5","1","-2,0","0"
"231,5","229,5","1","-2,0","0"
"231,5","232,0","1","0,5","0"
"231,5","231,5","3","0,0","-1"
"","","775.5","",""
