"Compra","Venda","Mult","Dif","Tend"
"254,0","284,0","1","30,0","0"
"259,0","262,0","1","3,0","0"
"259,0","266,0","1","7,0","0"
"257,0","259,0","3","6,0","-1"
"269,0","257,0","5","-60,0","-2"
"257,0","259,0","3","6,0","-1"
"257,0","259,0","1","2,0","0"
"269,0","257,0","3","-36,0","-1"
"269,0","258,0","1","-11,0","0"
"278,0","268,0","1","-10,0","0"
"281,0","271,0","1","-10,0","0"
"274,0","277,0","1","3,0","0"
"271,5","274,0","3","7,5","-1"
"282,0","271,5","5","-52,5","-2"
"282,0","271,5","1","-10,5","0"
"277,0","282,0","1","5,0","0"
"277,0","281,0","3","12,0","-1"
"274,0","277,0","5","15,0","-2"
"271,5","274,0","7","17,5","-3"
"273,0","276,0","5","15,0","-2"
"271,5","274,5","7","21,0","-3"
"273,0","275,0","5","10,0","-2"
"270,0","273,0","7","21,0","-3"
"271,5","274,0","5","12,5","-2"
"271,5","275,0","3","10,5","-1"
"271,5","274,0","5","12,5","-2"
"268,0","271,5","1","3,5","0"
"268,0","270,0","3","6,0","-1"
"268,0","271,5","1","3,5","0"
"278,5","268,0","3","-31,5","-1"
"278,5","267,5","5","-55,0","-2"
"278,5","268,0","3","-31,5","-1"
"268,5","271,0","1","2,5","0"
"268,5","270,5","3","6,0","-1"
"266,5","269,5","5","15,0","-2"
"268,5","271,0","3","7,5","-1"
"266,5","269,5","5","15,0","-2"
"266,5","268,5","7","14,0","-3"
"266,5","270,0","5","17,5","-2"
"278,5","266,5","9","-108,0","-4"
"278,5","268,0","7","-73,5","-3"
"278,0","272,0","5","-30,0","-2"
"278,0","276,0","1","-2,0","0"
"","","-214.5","",""
