"Compra","Venda","Mult","Dif","Tend"
"292,0","295,0","1","3,0","0"
"292,0","295,0","1","3,0","0"
"295,0","301,0","1","6,0","0"
"301,0","304,0","3","9,0","1"
"304,0","306,0","5","10,0","2"
"306,0","293,0","7","-91,0","3"
"306,0","293,0","1","-13,0","0"
"293,0","281,5","1","-11,5","0"
"245,5","234,5","1","-11,0","0"
"244,5","234,5","1","-10,0","0"
"242,0","244,5","1","2,5","0"
"242,0","244,5","1","2,5","0"
"244,5","234,5","3","-30,0","1"
"245,0","234,5","5","-52,5","2"
"245,0","234,5","1","-10,5","0"
"239,0","243,0","1","4,0","0"
"243,0","232,0","3","-33,0","1"
"244,0","232,0","5","-60,0","2"
"244,0","232,0","1","-12,0","0"
"237,5","226,0","1","-11,5","0"
"236,0","226,0","1","-10,0","0"
"232,0","236,0","1","4,0","0"
"229,5","232,0","1","2,5","0"
"232,0","236,0","1","4,0","0"
"232,0","236,0","1","4,0","0"
"233,5","236,0","3","7,5","1"
"232,5","236,0","1","3,5","0"
"233,0","236,0","3","9,0","1"
"233,0","236,0","1","3,0","0"
"231,0","236,0","1","5,0","0"
"232,0","236,0","3","12,0","1"
"231,0","236,0","1","5,0","0"
"231,5","236,0","3","13,5","1"
"236,0","235,5","5","-2,5","2"
"235,5","235,5","3","0,0","1"
"","","-245.5","",""
