"Compra","Venda","Mult","Dif","Tend"
"278,5","285,5","1","7,0","0"
"285,5","289,5","3","12,0","1"
"289,5","277,0","5","-62,5","2"
"290,5","280,5","7","-70,0","3"
"288,5","277,0","5","-57,5","2"
"285,5","274,0","3","-34,5","1"
"280,5","284,0","1","3,5","0"
"284,0","274,0","3","-30,0","1"
"281,0","285,5","1","4,5","0"
"279,0","285,5","1","6,5","0"
"285,5","274,0","3","-34,5","1"
"283,0","272,0","1","-11,0","0"
"279,0","281,5","1","2,5","0"
"281,5","270,5","3","-33,0","1"
"277,5","267,5","1","-10,0","0"
"274,0","264,0","1","-10,0","0"
"270,5","258,5","1","-12,0","0"
"268,5","258,5","1","-10,0","0"
"258,5","248,5","1","-10,0","0"
"259,5","249,5","1","-10,0","0"
"259,0","248,5","1","-10,5","0"
"253,5","256,0","1","2,5","0"
"252,5","256,0","1","3,5","0"
"253,5","256,0","3","7,5","1"
"253,5","256,0","1","2,5","0"
"256,0","259,0","3","9,0","1"
"257,5","246,5","5","-55,0","2"
"257,0","259,0","3","6,0","1"
"259,0","248,5","5","-52,5","2"
"254,0","256,5","3","7,5","1"
"256,5","246,5","5","-50,0","2"
"254,5","242,5","3","-36,0","1"
"254,0","242,5","1","-11,5","0"
"244,0","246,0","1","2,0","0"
"246,0","235,5","3","-31,5","1"
"244,5","246,5","1","2,0","0"
"246,5","236,5","3","-30,0","1"
"245,0","247,0","1","2,0","0"
"247,0","237,0","3","-30,0","1"
"245,5","247,5","1","2,0","0"
"247,0","237,0","1","-10,0","0"
"247,5","237,0","1","-10,5","0"
"236,5","238,5","1","2,0","0"
"237,0","236,5","3","-1,5","1"
"235,5","237,5","1","2,0","0"
"236,5","238,5","3","6,0","1"
"237,5","236,5","5","-5,0","2"
"238,5","236,5","7","-14,0","3"
"237,0","236,5","5","-2,5","2"
"236,5","236,5","3","0,0","1"
"236,5","236,5","1","0,0","0"
"236,0","236,5","1","0,5","0"
"236,5","236,5","3","0,0","1"
"237,5","236,5","5","-5,0","2"
"","","-657.5","",""
