"Compra","Venda","Mult","Dif","Tend"
"263,0","252,0","1","-11,0","0"
"279,0","268,5","1","-10,5","0"
"275,0","282,5","1","7,5","0"
"288,0","275,0","3","-39,0","-1"
"288,0","278,0","1","-10,0","0"
"281,0","283,5","1","2,5","0"
"284,0","286,5","1","2,5","0"
"281,0","284,0","3","9,0","-1"
"279,0","281,0","5","10,0","-2"
"274,5","279,5","7","35,0","-3"
"274,5","279,0","9","40,5","-4"
"280,0","282,0","7","14,0","-3"
"278,0","280,5","9","22,5","-4"
"278,0","280,0","11","22,0","-5"
"274,5","278,0","13","45,5","-6"
"270,5","274,5","15","60,0","-7"
"270,5","273,5","17","51,0","-8"
"268,0","270,5","21","52,5","-10"
"266,5","269,5","23","69,0","-11"
"265,5","268,0","25","62,5","-12"
"264,5","266,5","31","62,0","-15"
"274,5","264,5","31","-310,0","-15"
"280,5","274,5","1","-6,0","0"
"280,5","274,0","1","-6,5","0"
"280,5","274,0","1","-6,5","0"
"280,5","277,5","1","-3,0","0"
"","","165.5","",""
