"Compra","Venda","Mult","Dif","Tend"
"282,5","288,5","1","6,0","0"
"288,5","290,5","4","8,0","6"
"290,5","291,5","6","6,0","2"
"287,5","291,5","6","24,0","-3"
"291,5","293,5","6","12,0","4"
"293,5","295,5","8","16,0","2"
"295,5","299,0","10","35,0","2"
"299,0","301,5","12","30,0","3.5"
"301,5","302,0","14","7,0","2.5"
"299,5","302,0","13","32,5","-2"
"302,0","302,5","14","7,0","2.5"
"301,5","302,5","12","12,0","-0.5"
"302,5","306,0","14","49,0","1"
"306,0","307,0","16","16,0","3.5"
"307,0","311,0","18","72,0","1"
"299,5","303,5","23","92,0","-7.5"
"298,0","298,5","15","7,5","-1.5"
"298,5","299,0","4","2,0","0.5"
"293,0","294,0","1","1,0","-5.5"
"294,0","299,0","4","20,0","1"
"299,0","303,5","6","27,0","5"
"303,5","307,0","8","28,0","4.5"
"307,0","311,0","10","40,0","3.5"
"307,0","311,0","1","4,0","0"
"305,5","311,0","1","5,5","-1.5"
"311,0","314,0","1","3,0","5.5"
"310,5","314,0","1","3,5","-0.5"
"314,0","317,0","1","3,0","3.5"
"310,0","312,5","1","2,5","-4"
"308,0","312,5","1","4,5","-2"
"312,5","314,0","1","1,5","4.5"
"314,0","317,0","1","3,0","1.5"
"311,5","313,0","1","1,5","-2.5"
"313,0","317,0","1","4,0","1.5"
"317,0","318,0","4","4,0","4"
"318,0","326,0","6","48,0","1"
"318,0","326,0","1","8,0","0"
"326,0","329,5","4","14,0","8"
"329,5","333,0","6","21,0","3.5"
"325,5","326,0","7","3,5","-4"
"326,0","327,0","6","6,0","0.5"
"327,0","333,0","8","48,0","1"
"323,5","324,5","9","9,0","-3.5"
"324,5","333,0","8","68,0","1"
"333,0","334,5","10","15,0","8.5"
"334,5","342,5","12","96,0","1.5"
"333,5","342,5","10","90,0","-1"
"329,0","330,5","12","18,0","-4.5"
"330,5","333,5","10","30,0","1.5"
"326,5","327,0","11","5,5","-4"
"327,0","333,5","10","65,0","0.5"
"333,5","342,5","12","108,0","6.5"
"342,5","348,5","14","84,0","9"
"342,0","348,5","12","78,0","-0.5"
"338,5","342,0","13","45,5","-3.5"
"342,0","348,5","12","78,0","3.5"
"339,5","340,5","12","12,0","-2.5"
"340,5","348,5","10","80,0","3"
"348,5","334,0","12","-174,0","8"
"341,5","343,0","16","24,0","-7"
"337,5","341,5","11","44,0","-4"
"328,5","332,5","14","56,0","-9"
"332,5","334,0","8","12,0","4"
"327,5","330,0","10","25,0","-5"
"330,0","331,5","8","12,0","2.5"
"331,5","334,0","10","25,0","5"
"334,0","336,0","4","8,0","2.5"
"334,0","336,0","1","2,0","0"
"336,0","341,5","4","22,0","2"
"341,5","343,0","6","9,0","5.5"
"343,0","344,0","8","8,0","1.5"
"344,0","346,0","10","20,0","1"
"346,0","334,0","12","-144,0","2"
"342,5","344,5","13","26,0","-3.5"
"340,0","341,5","10","15,0","-2.5"
"334,0","334,5","11","5,5","-6"
"334,5","339,0","6","27,0","1"
"339,0","341,5","8","20,0","4.5"
"341,5","344,5","10","30,0","2.5"
"341,5","344,5","1","3,0","0"
"344,5","334,0","4","-42,0","3"
"339,0","340,0","1","1,0","-5.5"
"337,0","338,5","1","1,5","-2"
"333,0","333,5","1","0,5","-4"
"333,5","335,5","1","2,0","0.5"
"335,5","338,5","1","3,0","2"
"338,5","340,0","4","6,0","3"
"340,0","334,0","6","-36,0","1.5"
"333,0","334,5","10","15,0","-7"
"334,5","337,5","6","18,0","1.5"
"337,5","334,0","8","-28,0","3"
"334,0","334,0","9","0,0","-3.5"
"","","1637","",""
