"Compra","Venda","Mult","Dif","Tend"
"277,0","278,5","1","1,5","0"
"285,5","285,5","1","0,0","2"
"288,5","289,5","1","1,0","1"
"288,5","290,5","1","2,0","1"
"285,5","288,5","1","3,0","-0"
"280,5","285,5","1","5,0","-0"
"277,0","280,5","1","3,5","-1"
"281,0","284,0","1","3,0","1"
"277,0","281,0","1","4,0","-0"
"274,0","277,0","4","12,0","-1"
"274,0","279,0","1","5,0","1"
"272,0","274,0","6","12,0","-1"
"270,5","272,0","4","6,0","-1"
"270,5","274,0","1","3,5","1"
"270,5","270,5","4","0,0","-0"
"267,5","270,5","1","3,0","0"
"264,0","267,5","4","14,0","-0"
"264,0","268,5","1","4,5","1"
"261,5","264,0","4","10,0","-1"
"258,5","261,5","6","18,0","-0"
"258,5","258,5","8","0,0","-0"
"257,5","258,5","1","1,0","0"
"253,0","257,5","4","18,0","-0"
"259,0","259,5","1","0,5","1"
"259,0","259,0","4","0,0","-0"
"253,0","259,0","1","6,0","0"
"253,0","253,0","4","0,0","-1"
"253,0","253,5","1","0,5","1"
"249,5","253,0","4","14,0","-0"
"248,5","249,5","6","6,0","-0"
"247,0","248,5","8","12,0","-0"
"246,5","247,0","10","5,0","-0"
"246,5","246,5","10","0,0","-0"
"242,5","246,5","12","48,0","-0"
"241,0","242,5","14","21,0","-1"
"237,0","241,0","10","40,0","-1"
"236,5","237,0","12","6,0","-1"
"236,5","236,5","14","0,0","-0"
"235,5","236,5","1","1,0","0"
"235,5","237,0","1","1,5","1"
"235,5","235,5","1","0,0","-0"
"236,5","236,5","1","0,0","1"
"237,0","237,5","1","0,5","1"
"237,0","238,5","1","1,5","1"
"236,5","237,0","1","0,5","-0"
"236,5","236,5","1","0,0","-0"
"235,5","236,5","1","1,0","0"
"234,5","235,5","4","4,0","-0"
"236,0","236,0","1","0,0","1"
"234,5","236,0","1","1,5","-0"
"234,5","234,5","4","0,0","-0"
"235,0","235,0","1","0,0","1"
"234,5","235,0","1","0,5","0"
"234,0","234,5","1","0,5","-0"
"233,0","234,0","4","4,0","-0"
"233,0","233,0","6","0,0","-0"
"","","305.5","",""
