"Compra","Venda","Mult","Dif","Tend"
"197,5","198,0","1","0,5","0"
"197,5","199,5","1","2,0","1"
"197,5","197,5","1","0,0","-0"
"195,5","197,5","1","2,0","0"
"218,0","195,5","3","-67,5","-0"
"196,5","199,5","1","3,0","1"
"218,0","196,5","3","-64,5","-0"
"218,0","200,0","1","-18,0","1"
"200,5","202,5","1","2,0","1"
"218,0","200,5","1","-17,5","-0"
"204,0","204,0","1","0,0","1"
"204,5","206,5","1","2,0","1"
"204,0","204,5","1","0,5","-0"
"204,0","204,0","1","0,0","-0"
"201,5","204,0","1","2,5","0"
"201,0","201,5","3","1,5","-0"
"218,0","201,0","5","-85,0","-0"
"203,0","205,0","3","6,0","1"
"201,5","203,0","5","7,5","-0"
"218,0","201,5","7","-115,5","-0"
"218,0","205,5","5","-62,5","1"
"207,0","208,0","3","3,0","1"
"206,5","207,0","5","2,5","-0"
"206,5","206,5","7","0,0","-0"
"218,0","206,5","1","-11,5","0"
"218,0","208,5","1","-9,5","1"
"218,0","211,5","1","-6,5","1"
"212,0","213,5","1","1,5","1"
"212,0","214,0","1","2,0","1"
"218,0","212,0","1","-6,0","-0"
"217,0","217,0","1","0,0","2"
"218,0","217,0","1","-1,0","0"
"","","-426.5","",""
