"Compra","Venda","Mult","Dif","Tend"
"235,0","223,5","1","-11,5","0"
"236,5","226,0","1","-10,5","0"
"225,5","227,5","1","2,0","0"
"236,5","225,5","1","-11,0","0"
"235,0","225,0","1","-10,0","0"
"234,0","237,5","1","3,5","0"
"234,0","237,5","1","3,5","0"
"241,0","244,0","1","3,0","0"
"238,0","241,0","3","9,0","-1"
"240,0","242,5","1","2,5","0"
"240,0","243,0","1","3,0","0"
"240,0","242,5","1","2,5","0"
"240,0","242,0","3","6,0","-1"
"238,0","240,0","5","10,0","-2"
"238,0","241,0","3","9,0","-1"
"238,0","240,5","5","12,5","-2"
"234,0","238,0","7","28,0","-3"
"234,0","237,5","9","31,5","-4"
"232,0","234,0","11","22,0","-5"
"232,5","234,5","9","18,0","-4"
"231,5","233,5","11","22,0","-5"
"228,5","232,5","5","20,0","-2"
"228,5","232,0","7","24,5","-3"
"228,5","231,5","9","27,0","-4"
"231,5","233,5","7","14,0","-3"
"228,5","233,0","9","40,5","-4"
"239,0","228,5","3","-31,5","-1"
"227,5","231,0","1","3,5","0"
"227,5","229,5","3","6,0","-1"
"239,0","227,5","5","-57,5","-2"
"233,0","235,0","3","6,0","-1"
"233,0","235,0","1","2,0","0"
"236,0","238,0","1","2,0","0"
"236,0","238,0","1","2,0","0"
"235,0","237,0","1","2,0","0"
"233,5","236,0","3","7,5","-1"
"233,5","235,5","5","10,0","-2"
"235,5","237,5","3","6,0","-1"
"235,0","237,0","5","10,0","-2"
"233,5","235,5","7","14,0","-3"
"233,5","235,5","1","2,0","0"
"233,5","235,5","1","2,0","0"
"233,0","235,0","3","6,0","-1"
"233,5","235,5","1","2,0","0"
"235,5","233,5","3","-6,0","-1"
"235,5","233,0","5","-12,5","-2"
"232,5","235,0","3","7,5","-1"
"232,5","235,0","1","2,5","0"
"235,5","232,5","1","-3,0","0"
"235,5","232,5","1","-3,0","0"
"235,5","232,5","1","-3,0","0"
"235,5","232,5","1","-3,0","0"
"235,5","232,5","1","-3,0","0"
"234,0","236,5","1","2,5","0"
"235,5","234,0","3","-4,5","-1"
"235,5","235,0","1","-0,5","0"
"235,5","235,0","1","-0,5","0"
"","","238.5","",""
