"Compra","Venda","Mult","Dif","Tend"
"269,5","256,5","1","-13,0","0"
"277,0","267,0","1","-10,0","0"
"272,0","274,0","1","2,0","0"
"273,0","276,5","1","3,5","0"
"284,0","273,0","3","-33,0","-1"
"284,0","272,0","5","-60,0","-2"
"284,0","271,5","7","-87,5","-3"
"284,0","271,5","1","-12,5","0"
"284,0","273,5","1","-10,5","0"
"293,0","278,0","1","-15,0","0"
"289,0","293,0","1","4,0","0"
"287,0","289,0","3","6,0","-1"
"287,0","292,5","1","5,5","0"
"283,5","287,0","3","10,5","-1"
"297,0","283,5","5","-67,5","-2"
"290,0","292,5","3","7,5","-1"
"286,0","290,0","5","20,0","-2"
"286,0","292,5","3","19,5","-1"
"291,0","297,0","1","6,0","0"
"286,0","291,0","3","15,0","-1"
"281,5","286,0","5","22,5","-2"
"281,5","286,5","3","15,0","-1"
"279,0","281,5","5","12,5","-2"
"290,0","279,0","7","-77,0","-3"
"278,5","280,5","5","10,0","-2"
"280,5","283,5","3","9,0","-1"
"280,5","286,0","1","5,5","0"
"280,5","284,5","3","12,0","-1"
"278,5","280,5","5","10,0","-2"
"290,0","278,5","7","-80,5","-3"
"293,5","283,0","5","-52,5","-2"
"293,5","283,0","1","-10,5","0"
"285,0","287,0","1","2,0","0"
"297,5","286,0","1","-11,5","0"
"297,5","286,0","1","-11,5","0"
"295,0","285,0","3","-30,0","-1"
"297,5","287,5","1","-10,0","0"
"299,0","289,0","1","-10,0","0"
"303,5","289,5","1","-14,0","0"
"294,0","298,0","1","4,0","0"
"292,0","294,0","3","6,0","-1"
"293,0","298,5","1","5,5","0"
"293,0","298,0","3","15,0","-1"
"289,0","293,0","5","20,0","-2"
"289,0","292,0","7","21,0","-3"
"300,5","289,0","9","-103,5","-4"
"289,0","291,5","7","17,5","-3"
"288,0","290,0","9","18,0","-4"
"300,5","289,0","11","-126,5","-5"
"288,0","290,0","9","18,0","-4"
"300,5","288,0","11","-137,5","-5"
"298,5","300,5","1","2,0","0"
"298,5","299,5","1","1,0","0"
"298,5","298,5","1","0,0","0"
"","","-658","",""
