"Compra","Venda","Mult","Dif","Tend"
"254,0","284,0","1","30,0","0"
"257,0","259,0","4","8,0","-7"
"280,0","257,0","6","-138,0","-2"
"257,0","259,0","5","10,0","2"
"280,0","257,0","4","-92,0","-2"
"271,5","274,0","4","10,0","-3"
"270,0","271,5","6","9,0","-2.5"
"277,0","281,0","4","16,0","-1"
"274,0","277,0","6","18,0","-4"
"273,0","274,0","8","8,0","-3"
"274,5","276,0","7","10,5","2"
"273,0","274,5","8","12,0","-1.5"
"273,0","275,0","6","12,0","0.5"
"271,5","273,0","8","12,0","-2"
"271,5","274,0","6","15,0","1"
"274,0","275,0","4","4,0","1"
"271,5","274,0","6","15,0","-1"
"274,0","277,0","6","18,0","3"
"271,5","274,0","4","10,0","-4.5"
"268,0","270,0","4","8,0","-1.5"
"267,5","268,0","4","2,0","-3.5"
"266,5","267,5","6","6,0","-0.5"
"266,5","268,0","4","6,0","0.5"
"269,5","270,5","4","4,0","-0.5"
"268,5","269,5","6","6,0","-1"
"269,5","271,0","5","7,5","1.5"
"268,5","269,5","6","6,0","-1.5"
"266,5","268,5","8","16,0","-1"
"268,5","270,0","7","10,5","1.5"
"266,5","268,5","8","16,0","-1.5"
"280,0","266,5","10","-135,0","-2"
"280,0","268,0","9","-108,0","1.5"
"280,0","272,0","9","-72,0","4"
"273,0","273,5","5","2,5","1.5"
"280,0","273,0","4","-28,0","-1"
"","","-265","",""
