"Compra","Venda","Mult","Dif","Tend"
"290,0","292,0","1","2,0","0"
"286,0","290,0","4","16,0","-2"
"302,0","304,5","4","10,0","-1.5"
"298,0","302,0","6","24,0","-2.5"
"298,0","304,0","5","30,0","2"
"293,0","298,0","6","30,0","-6"
"290,0","293,0","8","24,0","-5"
"286,0","290,0","4","16,0","-3"
"284,0","286,0","6","12,0","-4"
"281,5","284,0","8","20,0","-2"
"281,0","281,5","10","5,0","-2.5"
"280,0","281,0","12","12,0","-0.5"
"278,5","280,0","14","21,0","-1"
"278,5","281,5","13","39,0","1.5"
"271,5","278,5","14","98,0","-3"
"280,0","280,5","13","6,5","2"
"271,5","280,0","14","119,0","-0.5"
"269,0","271,5","16","40,0","-8.5"
"269,0","272,0","14","42,0","0.5"
"263,5","269,0","16","88,0","-3"
"261,5","263,5","18","36,0","-5.5"
"257,5","261,5","20","80,0","-2"
"257,0","257,5","22","11,0","-4"
"253,5","257,0","24","84,0","-0.5"
"258,5","259,0","23","11,5","2"
"257,0","258,5","24","36,0","-0.5"
"253,5","257,0","26","91,0","-3"
"252,0","253,5","28","42,0","-3.5"
"249,0","252,0","30","90,0","-1.5"
"245,5","249,0","30","105,0","-4"
"242,0","245,5","32","112,0","-3.5"
"239,0","242,0","4","12,0","-3.5"
"238,5","239,0","6","3,0","-3"
"237,0","238,5","8","12,0","-0.5"
"240,5","242,5","9","18,0","4"
"240,5","243,5","4","12,0","1"
"240,5","243,5","4","12,0","-1"
"237,0","240,5","6","21,0","-3"
"237,0","242,0","5","25,0","1.5"
"237,0","242,5","4","22,0","-2.5"
"234,5","237,0","6","15,0","-5.5"
"239,0","239,5","6","3,0","2.5"
"237,5","239,0","6","9,0","-0.5"
"241,0","242,5","4","6,0","-1.5"
"237,5","241,0","6","21,0","-1.5"
"234,5","237,5","8","24,0","-3.5"
"232,0","234,5","4","10,0","-3"
"230,5","232,0","4","6,0","-4"
"229,0","230,5","6","9,0","-1.5"
"230,5","232,0","5","7,5","1.5"
"229,0","230,5","4","6,0","-1.5"
"228,0","229,0","6","6,0","-1.5"
"228,0","229,5","4","6,0","0.5"
"226,0","228,0","4","8,0","-1.5"
"223,5","226,0","6","15,0","-2"
"226,0","230,0","7","28,0","4"
"226,0","231,0","4","20,0","-2"
"223,5","226,0","4","10,0","-6.5"
"221,0","223,5","6","15,0","-2.5"
"219,0","221,0","8","16,0","-2.5"
"218,0","219,0","10","10,0","-2"
"218,0","222,0","10","40,0","3"
"218,0","218,0","10","0,0","-4"
"","","1780.5","",""
