"Compra","Venda","Mult","Dif","Tend"
"289,5","278,5","1","-11,0","0"
"277,0","280,5","1","3,5","0"
"277,0","281,0","1","4,0","0"
"274,0","277,0","3","9,0","-1"
"274,0","279,0","1","5,0","0"
"279,5","283,0","1","3,5","0"
"274,0","279,5","3","16,5","-1"
"272,0","274,0","5","10,0","-2"
"272,0","276,5","3","13,5","-1"
"272,0","279,0","1","7,0","0"
"272,0","277,5","1","5,5","0"
"267,5","272,0","3","13,5","-1"
"270,5","274,0","1","3,5","0"
"267,5","270,5","3","9,0","-1"
"267,5","270,5","1","3,0","0"
"264,0","267,5","3","10,5","-1"
"264,0","268,5","1","4,5","0"
"261,5","264,0","3","7,5","-1"
"258,5","261,5","5","15,0","-2"
"253,0","258,5","7","38,5","-3"
"253,0","258,5","1","5,5","0"
"253,0","257,5","3","13,5","-1"
"253,0","259,5","1","6,5","0"
"253,0","259,0","3","18,0","-1"
"253,0","259,0","1","6,0","0"
"249,5","253,0","3","10,5","-1"
"249,5","253,5","1","4,0","0"
"249,5","253,0","3","10,5","-1"
"247,0","249,5","5","12,5","-2"
"246,5","248,5","7","14,0","-3"
"257,5","247,0","9","-94,5","-4"
"246,5","249,5","7","21,0","-3"
"246,5","250,5","5","20,0","-2"
"246,5","251,0","3","13,5","-1"
"257,5","246,5","9","-99,0","-4"
"259,0","248,5","7","-73,5","-3"
"259,0","248,0","9","-99,0","-4"
"252,0","254,0","1","2,0","0"
"250,5","253,0","3","7,5","-1"
"248,5","252,0","5","17,5","-2"
"248,5","250,5","7","14,0","-3"
"246,5","248,5","9","18,0","-4"
"242,5","246,5","11","44,0","-5"
"237,0","242,5","13","71,5","-6"
"241,0","244,0","11","33,0","-5"
"241,0","244,0","1","3,0","0"
"241,0","244,5","1","3,5","0"
"241,0","245,0","1","4,0","0"
"241,0","245,5","1","4,5","0"
"241,0","245,0","3","12,0","-1"
"237,0","241,0","9","36,0","-4"
"236,5","237,0","11","5,5","-5"
"236,5","236,5","13","0,0","-6"
"236,5","236,5","1","0,0","0"
"236,5","235,5","1","-1,0","0"
"236,5","236,5","1","0,0","0"
"236,5","235,5","3","-3,0","-1"
"","","233","",""
