"Compra","Venda","Mult","Dif","Tend"
"198,0","199,5","1","1,5","0"
"199,5","200,0","4","2,0","1.5"
"197,5","199,5","1","2,0","-2"
"199,5","200,0","1","0,5","4"
"200,0","202,5","1","2,5","3.5"
"202,5","204,0","4","6,0","2.5"
"200,5","204,0","1","3,5","-2"
"204,0","206,5","4","10,0","3.5"
"206,5","208,0","6","9,0","2.5"
"208,0","208,5","1","0,5","2.5"
"207,0","208,5","1","1,5","-1"
"206,5","208,5","1","2,0","-0.5"
"206,5","208,5","1","2,0","0"
"208,5","211,5","4","12,0","2"
"211,5","213,5","6","12,0","3"
"213,5","214,0","8","4,0","2"
"214,0","217,0","10","30,0","0.5"
"217,0","218,0","10","10,0","5"
"218,0","221,5","4","14,0","1"
"214,0","215,0","1","1,0","-4"
"215,0","221,5","4","26,0","1"
"221,5","222,0","6","3,0","6.5"
"222,0","223,5","4","6,0","2"
"223,5","224,5","6","6,0","1.5"
"224,5","228,5","8","32,0","1"
"228,5","231,0","10","25,0","4"
"231,0","236,5","12","66,0","2.5"
"236,5","241,0","14","63,0","5.5"
"241,0","243,0","6","12,0","5.5"
"243,0","244,0","4","4,0","3"
"242,5","243,0","1","0,5","-0.5"
"243,0","244,0","4","4,0","0.5"
"244,0","244,5","6","3,0","1"
"244,5","244,5","8","0,0","1.5"
"","","376.5","",""
