"Compra","Venda","Mult","Dif","Tend"
"229,5","231,5","1","2,0","0"
"229,5","231,5","1","2,0","0"
"229,5","231,5","1","2,0","0"
"229,5","231,5","1","2,0","0"
"226,0","229,5","1","3,5","0"
"224,0","226,0","3","6,0","-1"
"221,0","224,0","5","15,0","-2"
"217,5","221,0","7","24,5","-3"
"228,5","217,5","9","-99,0","-4"
"218,5","220,5","7","14,0","-3"
"218,5","220,5","1","2,0","0"
"219,5","222,5","1","3,0","0"
"215,0","219,5","3","13,5","-1"
"218,5","221,5","1","3,0","0"
"218,5","220,5","3","6,0","-1"
"228,5","218,5","5","-50,0","-2"
"215,0","228,5","3","40,5","-1"
"209,0","215,0","5","30,0","-2"
"204,5","209,0","7","31,5","-3"
"202,0","204,5","9","22,5","-4"
"204,5","206,5","7","14,0","-3"
"202,0","204,5","9","22,5","-4"
"206,5","210,0","7","24,5","-3"
"202,0","206,5","9","40,5","-4"
"206,0","209,5","7","24,5","-3"
"202,0","206,0","13","52,0","-6"
"198,5","202,0","15","52,5","-7"
"210,0","198,5","17","-195,5","-8"
"210,0","198,5","1","-11,5","0"
"207,5","197,0","3","-31,5","-1"
"210,0","198,0","1","-12,0","0"
"259,5","239,0","1","-20,5","0"
"259,5","240,0","1","-19,5","0"
"239,5","242,5","1","3,0","0"
"239,5","242,0","3","7,5","-1"
"259,5","239,5","5","-100,0","-2"
"259,5","243,0","3","-49,5","-1"
"242,5","245,5","1","3,0","0"
"259,5","242,5","3","-51,0","-1"
"259,5","247,0","1","-12,5","0"
"263,0","265,0","1","2,0","0"
"276,0","264,0","3","-36,0","-1"
"276,0","264,0","1","-12,0","0"
"276,0","263,0","3","-39,0","-1"
"263,0","265,5","1","2,5","0"
"276,0","263,0","3","-39,0","-1"
"276,0","263,5","1","-12,5","0"
"274,0","276,0","1","2,0","0"
"275,0","277,0","1","2,0","0"
"273,0","275,0","1","2,0","0"
"272,0","274,0","3","6,0","-1"
"275,0","273,0","5","-10,0","-2"
"272,0","274,0","3","6,0","-1"
"272,0","274,5","1","2,5","0"
"272,0","274,0","3","6,0","-1"
"272,0","274,0","1","2,0","0"
"275,0","272,0","3","-9,0","-1"
"274,0","277,0","1","3,0","0"
"275,0","274,0","1","-1,0","0"
"275,0","274,0","1","-1,0","0"
"275,0","272,5","3","-7,5","-1"
"275,0","275,0","1","0,0","0"
"","","-316.5","",""
