"Compra","Venda","Mult","Dif","Tend"
"231,5","231,5","1","0,0","0"
"231,5","231,5","1","0,0","0"
"231,5","231,5","1","0,0","0"
"229,5","231,5","1","2,0","0"
"233,5","233,5","1","0,0","1"
"233,5","235,0","1","1,5","1"
"229,5","233,5","1","4,0","-0"
"226,0","229,5","1","3,5","-1"
"224,0","226,0","3","6,0","-0"
"221,0","224,0","5","15,0","-0"
"217,5","221,0","7","24,5","-0"
"215,0","217,5","9","22,5","-0"
"220,5","220,5","7","0,0","1"
"219,5","220,5","1","1,0","0"
"222,0","222,5","1","0,5","1"
"222,0","224,0","1","2,0","1"
"219,5","222,0","1","2,5","-0"
"223,0","224,0","1","1,0","1"
"222,5","223,0","1","0,5","-0"
"219,5","222,5","1","3,0","-0"
"218,5","219,5","3","3,0","-0"
"220,5","221,5","1","1,0","1"
"218,5","220,5","3","6,0","-0"
"215,0","218,5","5","17,5","-0"
"215,0","228,5","3","40,5","3"
"209,0","215,0","5","30,0","-3"
"204,5","209,0","7","31,5","-1"
"204,5","204,5","9","0,0","-1"
"204,5","206,5","7","14,0","1"
"202,0","204,5","9","22,5","-0"
"206,5","210,0","7","24,5","2"
"206,0","206,5","9","4,5","-0"
"209,5","209,5","7","0,0","1"
"211,5","212,0","5","2,5","1"
"210,5","211,5","7","7,0","-0"
"209,5","210,5","9","9,0","-0"
"206,0","209,5","11","38,5","-0"
"202,0","206,0","13","52,0","-0"
"198,5","202,0","15","52,5","-1"
"198,5","198,5","17","0,0","-0"
"197,0","198,5","1","1,5","0"
"269,5","197,0","3","-217,5","-0"
"269,5","198,0","1","-71,5","1"
"269,5","204,0","1","-65,5","2"
"269,5","207,5","1","-62,0","1"
"269,5","210,0","1","-59,5","1"
"269,5","212,5","1","-57,0","1"
"269,5","213,0","1","-56,5","1"
"269,5","221,0","1","-48,5","2"
"269,5","225,5","1","-44,0","2"
"269,5","229,5","1","-40,0","1"
"269,5","236,0","1","-33,5","2"
"245,0","246,5","1","1,5","3"
"245,0","251,5","1","6,5","2"
"239,0","245,0","1","6,0","-1"
"239,0","239,0","1","0,0","-1"
"269,5","239,0","1","-30,5","0"
"240,0","242,0","1","2,0","1"
"239,5","240,0","1","0,5","-0"
"242,5","243,0","1","0,5","1"
"242,0","242,5","1","0,5","-0"
"239,5","242,0","3","7,5","-0"
"269,5","239,5","5","-150,0","-0"
"242,5","243,0","3","1,5","1"
"242,5","245,5","1","3,0","1"
"269,5","242,5","3","-81,0","-0"
"269,5","247,0","1","-22,5","2"
"269,5","259,5","1","-10,0","4"
"","","-572.5","",""
