"Compra","Venda","Mult","Dif","Tend"
"328,0","331,0","1","3,0","0"
"321,5","323,5","1","2,0","-6.5"
"323,5","325,5","1","2,0","2"
"325,5","331,0","4","22,0","2"
"331,0","341,5","6","63,0","5.5"
"341,5","344,0","8","20,0","10.5"
"337,0","339,5","10","25,0","-4.5"
"339,5","344,0","8","36,0","2.5"
"336,5","337,0","8","4,0","-3"
"333,0","336,5","7","24,5","-3.5"
"336,5","337,0","6","3,0","3.5"
"337,0","344,0","8","56,0","0.5"
"344,0","348,0","10","40,0","7"
"348,0","360,0","12","144,0","4"
"360,0","363,5","14","49,0","12"
"356,5","357,5","15","15,0","-3.5"
"357,5","358,5","14","14,0","1"
"353,5","358,5","15","75,0","-4"
"358,5","359,0","4","2,0","5"
"352,0","353,5","1","1,5","-6.5"
"346,0","347,5","1","1,5","-6"
"340,5","342,0","1","1,5","-5.5"
"338,5","342,0","1","3,5","-2"
"338,0","342,0","1","4,0","-0.5"
"330,0","336,5","1","6,5","-8"
"336,5","342,0","1","5,5","6.5"
"330,5","342,0","1","11,5","-6"
"329,5","342,0","1","12,5","-1"
"342,0","347,5","1","5,5","12.5"
"347,5","352,0","1","4,5","5.5"
"352,0","353,5","1","1,5","4.5"
"352,0","353,5","1","1,5","0"
"347,5","352,0","1","4,5","-4.5"
"352,0","353,5","1","1,5","4.5"
"350,0","353,5","1","3,5","-2"
"345,0","349,5","1","4,5","-5"
"341,0","342,5","1","1,5","-4"
"342,5","349,5","1","7,0","1.5"
"349,5","353,5","1","4,0","7"
"346,0","346,5","1","0,5","-3.5"
"344,0","345,0","1","1,0","-2"
"342,5","345,0","1","2,5","-1.5"
"342,0","345,0","1","3,0","-0.5"
"337,0","339,0","1","2,0","-5"
"339,0","341,0","1","2,0","2"
"341,0","345,0","1","4,0","2"
"340,5","341,0","1","0,5","-0.5"
"341,0","345,0","4","16,0","3.5"
"345,0","346,0","6","6,0","4"
"346,0","346,5","8","4,0","2"
"346,5","353,5","10","70,0","0.5"
"353,5","357,0","10","35,0","9"
"349,5","350,5","11","11,0","-4"
"350,5","352,5","10","20,0","1"
"352,5","357,0","12","54,0","2"
"357,0","358,5","14","21,0","4.5"
"358,5","359,0","8","4,0","1.5"
"358,5","359,0","1","0,5","0"
"358,0","359,0","1","1,0","-0.5"
"359,0","360,0","1","1,0","1"
"358,5","360,0","1","1,5","-0.5"
"360,0","363,5","1","3,5","1.5"
"359,5","363,5","1","4,0","-0.5"
"363,5","364,0","1","0,5","4"
"364,0","364,5","4","2,0","0.5"
"364,5","362,0","6","-15,0","0.5"
"361,0","363,0","7","14,0","-3.5"
"363,0","363,5","6","3,0","2"
"363,5","362,0","8","-12,0","0.5"
"362,0","362,0","7","0,0","-1.5"
"361,0","362,0","4","4,0","-1"
"362,0","362,0","6","0,0","1"
"","","951.5","",""
