"Compra","Venda","Mult","Dif","Tend"
"256,5","263,5","1","7,0","0"
"263,5","269,5","3","18,0","1"
"264,0","269,5","5","27,5","2"
"269,5","272,0","7","17,5","3"
"272,0","277,0","9","45,0","4"
"271,0","277,0","7","42,0","3"
"269,5","277,0","5","37,5","2"
"267,5","277,0","3","28,5","1"
"267,0","277,0","1","10,0","0"
"277,0","281,0","3","12,0","1"
"274,0","281,0","1","7,0","0"
"281,0","284,0","3","9,0","1"
"276,5","284,0","1","7,5","0"
"271,5","274,0","1","2,5","0"
"274,0","278,0","3","12,0","1"
"273,5","278,0","1","4,5","0"
"278,0","284,0","3","18,0","1"
"278,0","284,0","1","6,0","0"
"284,0","293,0","3","27,0","1"
"293,0","297,0","5","20,0","2"
"293,0","297,0","1","4,0","0"
"292,5","297,0","1","4,5","0"
"297,0","286,0","1","-11,0","0"
"286,0","290,0","1","4,0","0"
"283,0","285,5","1","2,5","0"
"283,5","285,5","3","6,0","1"
"285,5","290,0","5","22,5","2"
"290,0","292,5","7","17,5","3"
"287,0","289,5","5","12,5","2"
"287,0","289,5","1","2,5","0"
"287,5","289,5","3","6,0","1"
"289,5","292,5","5","15,0","2"
"288,0","292,5","3","13,5","1"
"286,0","289,0","1","3,0","0"
"286,5","289,0","3","7,5","1"
"286,0","289,0","1","3,0","0"
"287,5","289,5","1","2,0","0"
"289,0","292,5","3","10,5","1"
"289,0","292,5","1","3,5","0"
"289,5","292,5","3","9,0","1"
"289,5","292,5","1","3,0","0"
"292,5","295,0","3","7,5","1"
"293,5","297,5","5","20,0","2"
"291,5","295,0","3","10,5","1"
"295,0","297,5","5","12,5","2"
"297,5","303,5","7","42,0","3"
"298,0","303,5","9","49,5","4"
"299,0","303,5","11","49,5","5"
"303,5","293,0","13","-136,5","6"
"299,5","289,0","11","-115,5","5"
"298,5","288,0","9","-94,5","4"
"296,5","300,5","1","4,0","0"
"300,5","303,0","1","2,5","0"
"303,0","298,5","3","-13,5","1"
"299,5","298,5","1","-1,0","0"
"300,5","298,5","3","-6,0","1"
"298,5","298,5","1","0,0","0"
"","","330.5","",""
