"Compra","Venda","Mult","Dif","Tend"
"252,0","256,0","1","4,0","0"
"256,0","260,0","3","12,0","1"
"260,0","263,0","5","15,0","2"
"263,0","266,0","7","21,0","3"
"264,0","266,0","9","18,0","4"
"259,0","263,0","7","28,0","3"
"263,0","266,0","9","27,0","4"
"259,0","266,0","7","49,0","3"
"266,0","268,0","9","18,0","4"
"268,0","270,5","11","27,5","5"
"268,5","270,5","13","26,0","6"
"268,5","270,5","1","2,0","0"
"269,5","274,5","3","15,0","1"
"270,5","274,5","5","20,0","2"
"271,0","274,5","7","24,5","3"
"274,5","278,0","9","31,5","4"
"276,0","278,0","11","22,0","5"
"274,5","278,0","9","31,5","4"
"271,5","274,5","7","21,0","3"
"274,5","278,0","9","31,5","4"
"278,0","282,5","11","49,5","5"
"279,0","282,5","13","45,5","6"
"282,5","288,0","15","82,5","7"
"282,5","288,0","1","5,5","0"
"278,0","280,5","1","2,5","0"
"280,5","283,5","3","9,0","1"
"283,5","288,0","5","22,5","2"
"283,5","288,0","1","4,5","0"
"288,0","278,0","3","-30,0","1"
"286,5","274,5","1","-12,0","0"
"267,5","273,5","1","6,0","0"
"267,5","273,5","1","6,0","0"
"268,0","273,5","1","5,5","0"
"266,0","268,5","1","2,5","0"
"268,5","273,5","3","15,0","1"
"267,5","273,5","1","6,0","0"
"268,0","273,5","3","16,5","1"
"273,5","276,0","5","12,5","2"
"272,0","274,5","3","7,5","1"
"271,0","273,0","1","2,0","0"
"271,0","273,0","1","2,0","0"
"273,0","276,0","3","9,0","1"
"274,5","277,5","5","15,0","2"
"274,5","277,5","1","3,0","0"
"276,0","278,5","3","7,5","1"
"274,0","276,0","1","2,0","0"
"274,0","276,0","1","2,0","0"
"275,5","277,5","3","6,0","1"
"276,0","278,5","5","12,5","2"
"277,5","280,5","7","21,0","3"
"277,5","280,5","1","3,0","0"
"278,5","280,5","3","6,0","1"
"280,5","280,5","5","0,0","2"
"","","792.5","",""
