"Compra","Venda","Mult","Dif","Tend"
"343,0","350,0","1","7,0","0"
"343,0","353,5","1","10,5","1"
"342,0","343,0","1","1,0","-2"
"334,0","342,0","3","24,0","-0"
"334,0","344,0","1","10,0","1"
"334,0","344,5","1","10,5","1"
"332,0","334,0","1","2,0","-2"
"331,5","332,0","3","1,5","-0"
"333,0","333,5","1","0,5","1"
"338,0","340,5","1","2,5","2"
"347,0","347,5","1","0,5","2"
"347,0","348,5","1","1,5","1"
"351,0","358,0","1","7,0","3"
"351,0","358,5","1","7,5","1"
"361,0","363,0","1","2,0","2"
"351,0","361,0","1","10,0","-0"
"351,0","351,0","1","0,0","-2"
"351,0","354,5","1","3,5","1"
"347,0","351,0","1","4,0","-0"
"366,5","366,5","1","0,0","4"
"374,5","376,5","1","2,0","3"
"374,5","377,5","1","3,0","1"
"372,0","374,5","1","2,5","-0"
"370,5","372,0","1","1,5","-0"
"366,5","370,5","1","4,0","-0"
"364,5","366,5","1","2,0","-1"
"356,0","364,5","1","8,5","-0"
"353,5","356,0","1","2,5","-2"
"352,0","353,5","1","1,5","-0"
"354,0","354,0","1","0,0","1"
"354,0","356,5","1","2,5","1"
"352,0","354,0","1","2,0","-0"
"352,0","361,0","1","9,0","2"
"347,0","352,0","1","5,0","-2"
"343,0","347,0","1","4,0","-1"
"338,0","343,0","3","15,0","-1"
"336,5","338,0","5","7,5","-1"
"338,5","339,5","3","3,0","1"
"336,5","338,5","5","10,0","-0"
"333,0","336,5","7","24,5","-0"
"337,0","342,5","5","27,5","2"
"333,0","337,0","7","28,0","-1"
"331,5","333,0","9","13,5","-1"
"335,5","338,0","7","17,5","2"
"338,5","339,0","5","2,5","1"
"338,5","342,0","3","10,5","1"
"338,5","342,5","1","4,0","1"
"338,5","344,5","1","6,0","1"
"335,5","338,5","1","3,0","-1"
"334,0","335,5","3","4,5","-0"
"341,0","341,0","1","0,0","2"
"339,5","341,0","1","1,5","0"
"339,0","339,5","3","1,5","-0"
"341,0","342,5","1","1,5","1"
"345,5","346,0","1","0,5","1"
"345,5","345,5","1","0,0","-0"
"345,5","349,5","1","4,0","1"
"344,5","345,5","1","1,0","-1"
"343,5","344,5","3","3,0","-0"
"343,0","343,5","5","2,5","-0"
"341,0","343,0","7","14,0","-0"
"339,0","341,0","9","18,0","-0"
"347,5","350,0","7","17,5","3"
"343,0","347,5","9","40,5","-0"
"339,0","343,0","11","44,0","-1"
"339,0","339,0","13","0,0","-1"
"339,0","339,5","11","5,5","1"
"334,0","339,0","13","65,0","-0"
"331,5","334,0","15","37,5","-1"
"331,5","335,0","13","45,5","1"
"327,0","331,5","15","67,5","-0"
"323,0","327,0","17","68,0","-1"
"329,5","330,0","15","7,5","1"
"323,0","329,5","17","110,5","-0"
"323,0","323,0","17","0,0","-2"
"323,0","323,5","15","7,5","1"
"318,0","323,0","17","85,0","-0"
"315,0","318,0","19","57,0","-1"
"314,5","315,0","21","10,5","-0"
"314,5","315,5","19","19,0","1"
"314,5","314,5","21","0,0","-0"
"317,0","318,0","19","19,0","1"
"317,0","317,0","23","0,0","-1"
"314,5","317,0","1","2,5","0"
"310,5","314,5","3","12,0","-0"
"316,0","317,0","1","1,0","1"
"316,0","319,0","1","3,0","1"
"316,0","319,5","1","3,5","1"
"310,5","316,0","1","5,5","-0"
"320,0","310,5","1","-9,5","-1"
"312,5","315,5","1","3,0","2"
"320,0","312,5","1","-7,5","-0"
"320,0","314,0","1","-6,0","1"
"320,0","315,5","1","-4,5","1"
"316,5","317,0","1","0,5","1"
"320,0","316,5","1","-3,5","-0"
"320,0","319,0","1","-1,0","1"
"320,0","320,0","1","0,0","1"
"","","1086","",""
