"Compra","Venda","Mult","Dif","Tend"
"231,0","232,5","1","1,5","0"
"224,0","231,0","3","21,0","-0"
"219,0","224,0","5","25,0","-1"
"213,0","219,0","7","42,0","-1"
"212,0","213,0","9","9,0","-1"
"215,0","216,5","7","10,5","1"
"217,5","217,5","5","0,0","1"
"217,5","217,5","1","0,0","0"
"217,5","218,0","1","0,5","1"
"220,0","222,0","1","2,0","1"
"226,5","226,5","1","0,0","2"
"225,5","226,5","1","1,0","0"
"223,5","225,5","3","6,0","-0"
"220,0","223,5","5","17,5","-0"
"217,5","220,0","7","17,5","-0"
"217,5","221,5","5","20,0","1"
"217,5","217,5","7","0,0","-1"
"215,0","217,5","1","2,5","0"
"219,5","224,0","1","4,5","2"
"219,5","219,5","1","0,0","-1"
"223,0","223,0","1","0,0","1"
"223,0","224,5","1","1,5","1"
"226,0","226,5","1","0,5","1"
"226,0","227,5","1","1,5","1"
"226,0","228,0","1","2,0","1"
"223,0","226,0","1","3,0","-0"
"223,0","227,5","1","4,5","1"
"222,0","223,0","1","1,0","-1"
"224,0","224,0","1","0,0","1"
"225,0","226,5","1","1,5","1"
"224,0","225,0","1","1,0","-0"
"224,0","226,0","1","2,0","1"
"222,0","224,0","1","2,0","-0"
"221,5","222,0","1","0,5","-0"
"225,0","225,5","1","0,5","1"
"225,0","226,0","1","1,0","1"
"224,0","225,0","1","1,0","-0"
"223,0","224,0","1","1,0","-0"
"223,0","225,0","1","2,0","1"
"231,0","231,0","1","0,0","2"
"232,5","232,5","1","0,0","1"
"234,0","234,5","1","0,5","1"
"234,0","234,0","1","0,0","-0"
"233,0","234,0","1","1,0","0"
"233,0","235,5","1","2,5","1"
"232,5","233,0","1","0,5","-0"
"231,0","232,5","3","4,5","-0"
"229,5","231,0","5","7,5","-0"
"232,5","233,0","3","1,5","1"
"229,5","232,5","5","15,0","-0"
"227,5","229,5","7","14,0","-1"
"230,0","230,5","5","2,5","1"
"227,5","230,0","7","17,5","-0"
"226,0","227,5","3","4,5","-1"
"226,0","226,0","5","0,0","-0"
"226,0","227,0","3","3,0","1"
"223,0","226,0","5","15,0","-0"
"227,0","227,0","3","0,0","1"
"228,0","229,0","1","1,0","1"
"227,0","228,0","3","3,0","-0"
"223,0","227,0","5","20,0","-0"
"221,5","223,0","7","10,5","-1"
"219,5","221,5","9","18,0","-0"
"219,5","219,5","11","0,0","-0"
"218,0","219,5","1","1,5","0"
"218,0","218,0","3","0,0","-0"
"218,0","218,5","1","0,5","1"
"215,0","218,0","3","9,0","-0"
"214,0","215,0","5","5,0","-0"
"212,0","214,0","7","14,0","-0"
"214,5","215,0","5","2,5","1"
"212,0","214,5","7","17,5","-0"
"212,0","212,0","9","0,0","-0"
"212,0","212,5","7","3,5","1"
"212,0","212,0","9","0,0","-0"
"212,0","212,5","7","3,5","1"
"212,0","212,0","9","0,0","-0"
"209,0","212,0","1","3,0","0"
"212,5","209,0","3","-10,5","-0"
"212,5","210,0","1","-2,5","1"
"212,0","212,0","1","0,0","1"
"213,5","213,5","1","0,0","1"
"213,0","213,5","1","0,5","0"
"212,0","213,0","3","3,0","-0"
"212,0","213,5","1","1,5","1"
"212,0","212,0","3","0,0","-0"
"212,0","212,0","1","0,0","0"
"212,0","212,0","1","0,0","0"
"212,5","212,0","1","-0,5","0"
"212,5","212,5","1","0,0","1"
"","","400.5","",""
