"Compra","Venda","Mult","Dif","Tend"
"273,5","276,0","1","2,5","0"
"276,0","281,0","4","20,0","2.5"
"276,0","281,0","1","5,0","0"
"281,0","283,0","4","8,0","5"
"283,0","289,0","6","36,0","2"
"289,0","289,5","8","4,0","6"
"289,5","292,5","10","30,0","0.5"
"292,5","294,0","4","6,0","4"
"294,0","295,0","6","6,0","1.5"
"295,0","296,5","1","1,5","2"
"293,5","294,0","1","0,5","-1.5"
"294,0","296,5","1","2,5","0.5"
"296,5","300,0","4","14,0","2.5"
"295,5","296,5","1","1,0","-1"
"296,5","300,0","4","14,0","1"
"300,0","304,0","4","16,0","4.5"
"304,0","305,0","6","6,0","4"
"305,0","305,5","10","5,0","4"
"305,5","306,5","12","12,0","1"
"306,5","307,0","14","7,0","2"
"307,0","309,0","14","28,0","1"
"309,0","309,5","1","0,5","2.5"
"308,0","309,0","1","1,0","-1"
"308,0","309,0","1","1,0","0"
"308,0","309,0","1","1,0","0"
"309,0","309,5","4","2,0","1"
"309,5","307,0","6","-15,0","1.5"
"","","215.5","",""
