"Compra","Venda","Mult","Dif","Tend"
"329,5","282,5","1","-47,0","0"
"287,5","288,5","1","1,0","2"
"287,5","290,5","1","3,0","1"
"329,5","287,5","1","-42,0","-0"
"329,5","291,5","1","-38,0","1"
"293,0","293,5","1","0,5","1"
"293,0","295,5","1","2,5","1"
"298,0","299,0","1","1,0","1"
"299,5","301,5","1","2,0","1"
"299,5","299,5","1","0,0","-0"
"301,5","302,0","1","0,5","1"
"299,5","301,5","1","2,0","-0"
"299,5","302,5","1","3,0","1"
"299,5","306,0","1","6,5","1"
"299,5","307,0","1","7,5","1"
"298,0","299,5","1","1,5","-1"
"298,0","298,0","1","0,0","-0"
"293,0","298,0","1","5,0","0"
"293,0","298,5","1","5,5","1"
"329,5","293,0","1","-36,5","-1"
"329,5","294,0","1","-35,5","1"
"329,5","299,0","1","-30,5","2"
"329,5","303,5","1","-26,0","2"
"307,0","307,0","1","0,0","1"
"305,5","307,0","1","1,5","0"
"329,5","305,5","3","-72,0","-0"
"310,5","311,0","1","0,5","2"
"310,0","310,5","3","1,5","-0"
"310,0","314,0","1","4,0","1"
"308,0","310,0","3","6,0","-1"
"329,5","308,0","5","-107,5","-0"
"311,5","312,5","3","3,0","2"
"311,5","314,0","1","2,5","1"
"329,5","311,5","3","-54,0","-0"
"329,5","313,0","1","-16,5","1"
"329,5","317,0","1","-12,5","1"
"318,0","318,0","1","0,0","1"
"329,5","318,0","1","-11,5","0"
"329,5","326,0","1","-3,5","2"
"","","-472.5","",""
