"Compra","Venda","Mult","Dif","Tend"
"256,5","263,5","1","7,0","0"
"263,5","264,0","4","2,0","2"
"264,0","269,5","6","33,0","1"
"269,5","272,0","8","20,0","2"
"272,0","277,0","10","50,0","1"
"277,0","281,0","4","16,0","3"
"274,0","281,0","1","7,0","-0"
"281,0","284,0","4","12,0","2"
"276,5","278,0","1","1,5","-1"
"278,0","284,0","4","24,0","2"
"284,0","293,0","4","36,0","2"
"293,0","297,0","6","24,0","3"
"297,0","297,5","1","0,5","2"
"291,0","292,5","1","1,5","-1"
"286,0","286,5","1","0,5","-1"
"286,5","290,0","1","3,5","1"
"281,5","283,5","1","2,0","-1"
"279,0","280,5","1","1,5","-0"
"280,5","283,5","1","3,0","1"
"283,5","286,0","1","2,5","1"
"286,0","290,0","1","4,0","1"
"284,5","285,5","1","1,0","-0"
"285,5","290,0","6","27,0","1"
"290,0","292,5","8","20,0","2"
"292,5","293,5","4","4,0","1"
"293,5","295,0","6","9,0","1"
"295,0","297,5","6","15,0","1"
"297,5","298,0","8","4,0","1"
"298,0","299,0","10","10,0","1"
"299,0","303,5","12","54,0","1"
"303,5","290,0","14","-189,0","2"
"","","206.5","",""
