"Compra","Venda","Mult","Dif","Tend"
"244,5","247,0","1","2,5","0"
"244,0","247,0","1","3,0","0"
"247,0","252,5","1","5,5","0"
"252,5","256,5","3","12,0","1"
"251,0","253,0","1","2,0","0"
"253,0","256,5","3","10,5","1"
"251,5","256,5","1","5,0","0"
"256,5","243,0","3","-40,5","1"
"256,0","243,0","1","-13,0","0"
"240,0","243,0","1","3,0","0"
"237,0","243,0","1","6,0","0"
"238,5","243,0","3","13,5","1"
"243,0","246,5","5","17,5","2"
"243,0","246,5","1","3,5","0"
"244,0","233,0","1","-11,0","0"
"243,5","233,0","1","-10,5","0"
"234,5","239,0","1","4,5","0"
"236,0","239,0","1","3,0","0"
"237,5","227,5","1","-10,0","0"
"236,5","226,5","1","-10,0","0"
"233,5","231,5","1","-2,0","0"
"231,5","231,5","1","0,0","0"
"230,0","233,0","1","3,0","0"
"230,0","233,0","1","3,0","0"
"230,5","233,0","1","2,5","0"
"230,5","233,0","1","2,5","0"
"229,5","233,0","1","3,5","0"
"229,5","233,0","1","3,5","0"
"233,0","231,5","3","-4,5","1"
"232,0","231,5","1","-0,5","0"
"","","7.5","",""
