"Compra","Venda","Mult","Dif","Tend"
"239,0","223,5","1","-15,5","0"
"240,0","241,0","4","4,0","-3"
"240,0","242,0","4","8,0","-0.5"
"238,0","240,0","6","12,0","-2"
"240,5","241,0","4","2,0","1"
"238,0","240,5","6","15,0","-0.5"
"237,5","238,0","8","4,0","-2.5"
"234,0","237,5","10","35,0","-0.5"
"233,5","234,0","12","6,0","-3.5"
"233,5","234,5","10","10,0","0.5"
"232,5","233,5","12","12,0","-1"
"233,5","234,5","10","10,0","1"
"235,5","236,5","9","9,0","2"
"233,5","235,5","10","20,0","-1"
"235,5","236,5","8","8,0","1"
"233,5","235,5","4","8,0","-1"
"232,5","233,5","4","4,0","-3"
"232,0","232,5","6","3,0","-1"
"231,5","232,0","8","4,0","-0.5"
"228,5","231,5","10","30,0","-0.5"
"233,0","233,5","9","4,5","2"
"231,5","233,0","10","15,0","-0.5"
"227,5","228,5","4","4,0","-3"
"227,5","229,5","4","8,0","-1.5"
"239,0","227,5","6","-69,0","-2"
"233,5","235,0","11","16,5","7.5"
"235,5","236,0","4","2,0","-1"
"235,0","235,5","6","3,0","-0.5"
"237,0","237,5","5","2,5","2"
"235,5","237,0","6","9,0","-0.5"
"235,0","235,5","8","4,0","-1.5"
"233,5","235,0","4","6,0","-0.5"
"233,0","233,5","4","2,0","-2"
"232,5","233,0","6","3,0","-0.5"
"232,5","235,0","5","12,5","2"
"239,0","234,0","4","-20,0","-2.5"
"234,0","235,0","4","4,0","-0.5"
"234,0","235,0","4","4,0","-1"
"239,0","234,0","6","-30,0","-1"
"239,0","236,0","5","-15,0","2"
"239,0","239,0","4","0,0","-0.5"
"","","154.5","",""
