"Compra","Venda","Mult","Dif","Tend"
"315,0","320,5","1","5,5","0"
"309,5","315,0","4","22,0","-5.5"
"309,0","309,5","6","3,0","-5.5"
"307,0","309,0","4","8,0","-0.5"
"306,0","307,0","6","6,0","-2"
"304,5","306,0","8","12,0","-1"
"306,5","308,5","8","16,0","2.5"
"304,5","306,5","4","8,0","-2"
"302,0","304,5","6","15,0","-2"
"306,0","308,0","7","14,0","3.5"
"305,5","306,0","4","2,0","-6.5"
"302,0","304,5","4","10,0","-1"
"286,5","290,5","4","16,0","-6"
"293,5","295,0","4","6,0","-0.5"
"293,5","297,0","4","14,0","-1"
"286,5","293,5","6","42,0","-3.5"
"283,5","286,5","8","24,0","-7"
"290,0","291,5","10","15,0","5"
"290,0","293,5","5","17,5","2"
"283,5","290,0","4","26,0","-4.5"
"276,0","283,5","4","30,0","-7.5"
"273,0","276,0","6","18,0","-7.5"
"270,0","273,0","8","24,0","-3"
"269,0","270,0","10","10,0","-3"
"267,0","269,0","12","24,0","-1"
"267,0","269,5","10","25,0","0.5"
"265,5","267,0","12","18,0","-2.5"
"268,0","269,0","11","11,0","2"
"271,5","273,5","12","24,0","4.5"
"268,0","271,5","10","35,0","-2"
"267,5","268,0","12","6,0","-3.5"
"265,5","267,5","4","8,0","-0.5"
"264,0","265,5","4","6,0","-2"
"260,5","264,0","6","21,0","-1.5"
"266,5","260,5","8","-48,0","-3.5"
"262,0","262,5","7","3,5","2"
"262,5","264,0","5","7,5","1.5"
"262,5","264,5","4","8,0","-1"
"262,0","262,5","6","3,0","-2"
"261,5","262,0","8","4,0","-0.5"
"263,0","264,5","8","12,0","2.5"
"266,0","267,5","6","9,0","3"
"264,5","266,0","6","9,0","-1.5"
"264,5","266,5","4","8,0","0.5"
"264,5","267,0","4","10,0","-0.5"
"263,0","264,5","6","9,0","-2.5"
"262,0","263,0","8","8,0","-1.5"
"261,5","262,0","10","5,0","-1"
"266,5","261,5","12","-60,0","-0.5"
"263,0","264,0","12","12,0","2.5"
"266,5","263,0","12","-42,0","-1"
"266,5","266,5","13","0,0","3.5"
"","","500","",""
