"Compra","Venda","Mult","Dif","Tend"
"277,0","278,5","1","1,5","0"
"274,0","277,0","4","12,0","-4"
"274,0","279,5","4","22,0","-3.5"
"272,0","274,0","6","12,0","-5.5"
"270,5","272,0","4","6,0","-5.5"
"267,5","270,5","4","12,0","-3.5"
"264,0","267,5","4","14,0","-3"
"261,5","264,0","4","10,0","-4.5"
"258,5","261,5","6","18,0","-2.5"
"257,5","258,5","8","8,0","-3"
"253,0","257,5","4","18,0","-1"
"253,0","259,0","4","24,0","-0.5"
"249,5","253,0","4","14,0","-6"
"249,5","253,0","4","14,0","-0.5"
"248,5","249,5","6","6,0","-3.5"
"247,0","248,5","8","12,0","-1"
"246,5","247,0","10","5,0","-1.5"
"242,5","246,5","10","40,0","-3.5"
"241,0","242,5","14","21,0","-4"
"237,0","241,0","10","40,0","-4"
"236,5","237,0","12","6,0","-4"
"235,5","236,5","14","14,0","-0.5"
"234,5","235,5","4","4,0","-1"
"234,0","234,5","4","2,0","-1.5"
"233,0","234,0","4","4,0","-0.5"
"233,0","233,0","6","0,0","-1"
"","","339.5","",""
