"Compra","Venda","Mult","Dif","Tend"
"199,0","204,0","1","5,0","0"
"195,5","199,0","3","10,5","-1"
"201,5","208,5","1","7,0","0"
"195,5","201,5","3","18,0","-1"
"192,5","195,5","5","15,0","-2"
"192,5","196,0","3","10,5","-1"
"192,5","199,0","1","6,5","0"
"189,0","192,5","3","10,5","-1"
"208,5","189,0","5","-97,5","-2"
"208,5","198,5","3","-30,0","-1"
"223,0","208,5","1","-14,5","0"
"214,0","218,0","1","4,0","0"
"204,5","214,0","3","28,5","-1"
"204,5","213,5","5","45,0","-2"
"215,5","204,5","7","-77,0","-3"
"228,5","214,0","5","-72,5","-2"
"228,5","215,5","3","-39,0","-1"
"228,5","218,5","1","-10,0","0"
"228,5","217,5","3","-33,0","-1"
"222,5","228,5","1","6,0","0"
"229,0","231,5","1","2,5","0"
"222,5","229,0","3","19,5","-1"
"228,5","233,0","1","4,5","0"
"222,5","228,5","3","18,0","-1"
"218,5","222,5","5","20,0","-2"
"209,5","218,5","7","63,0","-3"
"209,5","218,0","9","76,5","-4"
"209,5","218,0","1","8,5","0"
"204,0","209,5","3","16,5","-1"
"204,0","208,0","5","20,0","-2"
"202,0","204,0","7","14,0","-3"
"198,0","202,0","9","36,0","-4"
"208,5","198,0","11","-115,5","-5"
"219,0","205,5","9","-121,5","-4"
"219,0","208,5","7","-73,5","-3"
"209,5","212,0","5","12,5","-2"
"212,0","214,0","3","6,0","-1"
"209,5","212,0","5","12,5","-2"
"222,0","209,5","7","-87,5","-3"
"223,5","213,5","5","-50,0","-2"
"223,5","213,5","1","-10,0","0"
"215,5","218,5","1","3,0","0"
"215,5","217,5","3","6,0","-1"
"213,0","217,0","5","20,0","-2"
"219,5","222,0","3","7,5","-1"
"215,5","219,5","5","20,0","-2"
"215,5","223,5","3","24,0","-1"
"215,5","222,5","5","35,0","-2"
"213,0","215,5","7","17,5","-3"
"217,0","220,5","5","17,5","-2"
"213,0","217,0","7","28,0","-3"
"213,0","217,0","1","4,0","0"
"213,0","219,0","1","6,0","0"
"209,5","213,0","3","10,5","-1"
"220,5","209,5","5","-55,0","-2"
"223,5","211,0","3","-37,5","-1"
"223,5","212,5","1","-11,0","0"
"215,0","217,0","1","2,0","0"
"213,0","215,5","1","2,5","0"
"213,0","215,0","3","6,0","-1"
"223,5","213,0","5","-52,5","-2"
"213,0","217,5","3","13,5","-1"
"217,0","220,0","1","3,0","0"
"217,0","220,5","1","3,5","0"
"217,0","219,0","3","6,0","-1"
"213,0","217,0","5","20,0","-2"
"213,0","216,0","7","21,0","-3"
"225,0","213,0","9","-108,0","-4"
"225,0","213,0","1","-12,0","0"
"225,0","213,0","1","-12,0","0"
"231,5","221,0","1","-10,5","0"
"231,5","235,0","1","3,5","0"
"238,0","231,5","3","-19,5","-1"
"238,0","237,5","1","-0,5","0"
"238,0","238,5","1","0,5","0"
"238,0","238,0","3","0,0","-1"
"","","-373","",""
