"Compra","Venda","Mult","Dif","Tend"
"224,0","232,5","1","8,5","0"
"224,0","231,0","3","21,0","-1"
"219,0","224,0","5","25,0","-2"
"213,0","219,0","7","42,0","-3"
"226,5","213,0","9","-121,5","-4"
"226,5","216,5","7","-70,0","-3"
"227,5","217,5","5","-50,0","-2"
"227,5","217,5","1","-10,0","0"
"223,5","226,5","1","3,0","0"
"223,5","225,5","3","6,0","-1"
"220,0","223,5","5","17,5","-2"
"217,5","220,0","7","17,5","-3"
"217,5","221,5","5","20,0","-2"
"227,5","217,5","7","-70,0","-3"
"227,5","217,5","1","-10,0","0"
"231,0","219,5","1","-11,5","0"
"231,0","234,0","1","3,0","0"
"231,0","233,0","1","2,0","0"
"229,5","232,5","3","9,0","-1"
"227,5","231,0","5","17,5","-2"
"229,5","233,0","3","10,5","-1"
"229,5","232,5","5","15,0","-2"
"229,5","234,0","3","13,5","-1"
"229,5","233,5","5","20,0","-2"
"227,5","229,5","7","14,0","-3"
"227,5","230,5","5","15,0","-2"
"230,0","232,0","3","6,0","-1"
"230,0","232,0","1","2,0","0"
"227,5","231,5","3","12,0","-1"
"227,5","231,0","5","17,5","-2"
"227,5","230,0","7","17,5","-3"
"223,0","227,5","3","13,5","-1"
"223,0","226,0","5","15,0","-2"
"223,0","227,0","3","12,0","-1"
"223,0","226,0","5","15,0","-2"
"223,0","227,0","3","12,0","-1"
"227,0","229,0","1","2,0","0"
"223,0","228,0","3","15,0","-1"
"223,0","227,0","5","20,0","-2"
"219,5","223,0","7","24,5","-3"
"219,5","221,5","9","18,0","-4"
"215,0","219,5","11","49,5","-5"
"215,0","219,5","1","4,5","0"
"215,0","218,0","3","9,0","-1"
"215,0","218,5","1","3,5","0"
"215,0","218,0","3","9,0","-1"
"212,0","215,0","5","15,0","-2"
"212,0","214,0","7","14,0","-3"
"212,0","215,0","5","15,0","-2"
"212,0","214,5","7","17,5","-3"
"209,0","212,0","9","27,0","-4"
"209,0","212,5","7","24,5","-3"
"209,0","212,0","9","27,0","-4"
"209,0","212,5","7","24,5","-3"
"213,5","209,0","3","-13,5","-1"
"213,5","210,0","1","-3,5","0"
"","","362","",""
