"Compra","Venda","Mult","Dif","Tend"
"227,0","230,0","1","3,0","0"
"230,0","234,0","3","12,0","1"
"234,0","236,0","5","10,0","1"
"233,0","234,0","3","3,0","-0"
"229,0","234,0","1","5,0","-1"
"234,0","236,0","3","6,0","2"
"224,0","226,0","1","2,0","-2"
"226,0","228,0","3","6,0","1"
"228,0","236,0","5","40,0","1"
"236,0","239,0","7","21,0","2"
"239,0","241,0","9","18,0","1"
"241,0","240,0","11","-11,0","1"
"238,0","239,0","9","9,0","-0"
"236,0","238,0","7","14,0","-0"
"236,0","238,0","1","2,0","0"
"236,0","238,0","1","2,0","0"
"235,0","236,0","1","1,0","-0"
"236,0","238,0","1","2,0","2"
"238,0","239,0","9","9,0","1"
"239,0","241,0","11","22,0","1"
"238,0","239,0","9","9,0","-0"
"239,0","241,0","5","10,0","1"
"239,0","241,0","1","2,0","0"
"238,0","239,0","1","1,0","-0"
"239,0","241,0","1","2,0","1"
"241,0","240,0","3","-3,0","1"
"240,0","240,0","1","0,0","-0"
"240,0","240,0","1","0,0","0"
"240,0","240,0","1","0,0","0"
"240,0","240,0","1","0,0","0"
"240,0","240,0","1","0,0","0"
"240,0","240,0","1","0,0","0"
"240,0","240,0","1","0,0","0"
"240,0","240,0","1","0,0","0"
"240,0","240,0","1","0,0","0"
"240,0","240,0","1","0,0","0"
"240,0","240,0","1","0,0","0"
"240,0","240,0","1","0,0","0"
"240,0","240,0","1","0,0","0"
"240,0","240,0","1","0,0","0"
"240,0","240,0","1","0,0","0"
"240,0","240,0","1","0,0","0"
"","","197","",""
