"Compra","Venda","Mult","Dif","Tend"
"231,5","233,5","1","2,0","0"
"231,5","233,5","1","2,0","0"
"231,5","233,5","1","2,0","0"
"231,5","233,5","1","2,0","0"
"233,5","235,0","4","6,0","2"
"235,0","236,0","6","6,0","1.5"
"236,0","246,5","20","210,0","6.5"
"246,5","251,5","22","110,0","10.5"
"251,5","259,5","24","192,0","5"
"259,5","269,5","4","40,0","12.5"
"269,5","276,0","6","39,0","10"
"276,0","277,0","8","8,0","6.5"
"277,0","277,5","4","2,0","1"
"277,0","277,5","1","0,5","0"
"277,5","279,5","4","8,0","0.5"
"275,0","277,0","1","2,0","-2.5"
"277,0","279,5","1","2,5","5"
"279,5","280,0","4","2,0","2.5"
"280,0","265,0","6","-90,0","0.5"
"","","546","",""
