"Compra","Venda","Mult","Dif","Tend"
"253,0","253,5","1","0,5","0"
"249,5","253,0","4","14,0","-0.5"
"247,0","249,5","6","15,0","-3.5"
"241,0","247,0","8","48,0","-2.5"
"240,0","241,0","10","10,0","-6"
"238,0","240,0","12","24,0","-1"
"238,0","241,5","11","38,5","1.5"
"237,5","238,0","12","6,0","-3.5"
"237,0","237,5","14","7,0","-0.5"
"234,0","237,0","16","48,0","-0.5"
"233,5","234,0","18","9,0","-3"
"235,5","237,0","18","27,0","3"
"245,0","245,5","4","2,0","-0.5"
"244,0","245,0","6","6,0","-0.5"
"240,5","244,0","8","28,0","-1"
"236,5","240,5","10","40,0","-3.5"
"235,5","236,5","12","12,0","-4"
"238,0","238,5","11","5,5","2"
"238,0","239,5","8","12,0","1"
"235,5","238,0","10","25,0","-1.5"
"234,0","235,5","12","18,0","-2.5"
"233,5","234,0","14","7,0","-1.5"
"233,5","234,5","12","12,0","0.5"
"233,5","236,0","11","27,5","1.5"
"232,0","233,5","10","15,0","-3"
"228,0","232,0","12","48,0","-1.5"
"232,5","233,0","10","5,0","1"
"232,0","232,5","12","6,0","-0.5"
"235,0","235,5","12","6,0","3"
"234,0","235,0","12","12,0","-0.5"
"236,5","240,0","4","14,0","-2.5"
"236,0","236,5","4","2,0","-3.5"
"234,0","236,0","4","8,0","-0.5"
"233,0","234,0","6","6,0","-2"
"233,0","235,0","4","8,0","1"
"232,0","233,0","6","6,0","-2"
"232,0","234,0","4","8,0","1"
"228,0","232,0","6","24,0","-2"
"226,5","228,0","4","6,0","-4"
"226,5","228,0","4","6,0","-0.5"
"225,0","226,5","6","9,0","-1.5"
"225,0","227,0","4","8,0","0.5"
"224,0","225,0","4","4,0","-2"
"223,0","224,0","6","6,0","-1"
"223,0","224,5","4","6,0","0.5"
"222,5","223,0","6","3,0","-1.5"
"220,0","222,5","8","20,0","-0.5"
"219,0","220,0","4","4,0","-2.5"
"219,0","221,0","4","8,0","-1"
"218,0","219,0","6","6,0","-2"
"215,5","218,0","8","20,0","-1"
"218,0","218,5","6","3,0","0.5"
"215,5","218,0","8","20,0","-0.5"
"218,5","219,5","7","7,0","1.5"
"215,5","218,5","8","24,0","-1"
"218,5","219,0","6","3,0","0.5"
"215,5","218,5","8","24,0","-0.5"
"219,5","220,0","7","3,5","1.5"
"219,5","220,5","4","4,0","0.5"
"215,5","219,5","6","24,0","-1"
"215,5","220,0","4","18,0","0.5"
"215,5","215,5","6","0,0","-4.5"
"","","846.5","",""
