"Compra","Venda","Mult","Dif","Tend"
"243,5","244,5","1","1,0","0"
"242,5","243,5","4","4,0","-1"
"242,0","242,5","4","2,0","-1.5"
"252,0","255,0","4","12,0","-1"
"251,0","252,0","6","6,0","-3"
"253,5","254,0","5","2,5","2"
"251,0","253,5","6","15,0","-0.5"
"248,5","251,0","8","20,0","-2.5"
"247,5","248,5","10","10,0","-2.5"
"247,5","249,0","8","12,0","0.5"
"243,0","247,5","10","45,0","-1.5"
"243,0","248,0","8","40,0","0.5"
"242,5","243,0","10","5,0","-5"
"243,5","245,0","9","13,5","2"
"242,5","243,5","10","10,0","-1.5"
"242,0","242,5","12","6,0","-1"
"242,0","244,0","11","22,0","1.5"
"239,0","242,0","12","36,0","-2"
"238,5","239,0","14","7,0","-3"
"237,0","238,5","16","24,0","-0.5"
"237,0","240,0","15","45,0","1.5"
"235,5","237,0","4","6,0","-3"
"234,5","235,5","6","6,0","-1.5"
"234,5","236,0","4","6,0","0.5"
"241,5","242,5","4","4,0","-0.5"
"238,5","241,5","6","18,0","-1"
"245,0","246,5","8","12,0","5"
"244,0","245,0","6","6,0","-1.5"
"243,5","244,0","8","4,0","-1"
"244,0","244,5","6","3,0","0.5"
"243,5","244,0","8","4,0","-0.5"
"238,5","243,5","4","20,0","-0.5"
"237,5","238,5","4","4,0","-5"
"234,5","237,5","6","18,0","-1"
"234,5","239,0","5","22,5","1.5"
"233,0","234,5","6","9,0","-4.5"
"232,5","233,0","8","4,0","-1.5"
"232,5","234,0","6","9,0","1"
"232,5","234,5","4","8,0","0.5"
"230,5","232,5","4","8,0","-2"
"234,0","234,5","4","2,0","-1.5"
"232,5","234,0","6","9,0","-0.5"
"237,0","239,0","8","16,0","5"
"236,5","237,0","6","3,0","-2"
"237,5","240,5","7","21,0","3.5"
"237,0","237,5","6","3,0","-3"
"236,5","237,0","4","2,0","-0.5"
"234,5","236,5","6","12,0","-0.5"
"232,5","234,5","8","16,0","-2"
"232,5","235,5","6","18,0","1"
"230,5","232,5","8","16,0","-3"
"230,5","234,5","7","28,0","2"
"229,5","230,5","8","8,0","-4"
"231,5","232,5","7","7,0","2"
"229,5","231,5","8","16,0","-1"
"231,5","232,0","6","3,0","0.5"
"231,5","233,5","5","10,0","1.5"
"229,5","231,5","4","8,0","-5"
"229,5","233,0","4","14,0","-0.5"
"227,5","229,5","6","12,0","-3.5"
"227,5","230,5","4","12,0","1"
"226,5","227,5","4","4,0","-4"
"232,0","226,5","6","-33,0","-1"
"227,5","229,5","6","12,0","3"
"232,0","227,5","6","-27,0","-2"
"228,0","228,5","4","2,0","1"
"228,5","229,5","4","4,0","-0.5"
"228,5","229,5","4","4,0","-1"
"230,0","231,5","4","6,0","-0.5"
"228,5","230,0","6","9,0","-1.5"
"228,0","228,5","8","4,0","-1.5"
"232,0","228,0","10","-40,0","-0.5"
"232,0","228,5","8","-28,0","0.5"
"","","662.5","",""
